doi,article_title,keywords,subject_cat_desc,exemplar,cluster_label
10.1093/jigpal/jzv039,Content-based image authentication using sparse features and SOM trajectories,"hash image, based image authentication, image authentication mechanism, image authentication, hash image transformations",Science & Technology - Other Topics,True,2
10.1371/journal.pone.0030516,"Cutaneous Larva Migrans among Devotees of the Nallur Temple in Jaffna, Sri Lanka","infestation devotees knowledge, associated infestation devotees, infestation devotees, cutaneous larva migrans, presence nematode larva",Science & Technology - Other Topics,True,8
10.1371/journal.pone.0151298,"The Recognition of Mental Illness, Schizophrenia Identification, and Help-Seeking from Friends in Late Adolescence","recognition mental illness, recognize mental illness, mental illness identification, mental illness identifying, mental illness rmi",Science & Technology - Other Topics,True,5
10.1021/acsami.5b02697,Hierarchical Porous and High Surface Area Tubular Carbon as Dye Adsorbent and Capacitor Electrode,"porous tubular carbon, adsorption capacity organic, removing lignin, lignin natural wood, selectively removing lignin",Science & Technology - Other Topics,True,7
10.1021/acs.jpclett.0c02730,Extraordinary Stability of IrO2(110) Ultrathin Films Supported on TiO2(110) under Cathodic Polarization,"electrode structure iro2, iro2 110 electrodes, lattice oxygen iro2, protons incorporated iro2, iro2 110 lattice",Science & Technology - Other Topics,True,7
10.1021/acsami.9b13329,Hierarchical Mesoporous/Macroporous Co-Doped NiO Nanosheet Arrays as Free-Standing Electrode Materials for Rechargeable Li-O-2 Batteries,"oxygen li batteries, electrode li battery, cathode li battery, lithium oxygen, doped nio electrode",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0194188,Changes and specificities in health behaviors among healthcare students over an 8-year period,"risks health behaviors, lifestyles healthcare students, drinking healthcare students, specific health behaviors, health behaviors",Science & Technology - Other Topics,True,5
10.1038/s41586-019-0944-6,Catalogue of topological electronic materials,"topological electronic materials, topological electronic, occupied bands topological, electronic materials bismuth, anomalous gapless states",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0089829,Adverse Drug Reactions of Spontaneous Reports in Shanghai Pediatric Population,"characteristics adrs pediatric, adrs pediatric population, adrs children reported, adrs pediatric, evaluate adrs children",Science & Technology - Other Topics,True,8
10.1371/journal.pone.0190581,Evaluating the efficacy of switching from lamivudine plus adefovir to tenofovir disoproxil fumarate monotherapy in lamivudine-resistant stable hepatitis B patients,"monotherapy patients cirrhosis, compensated liver cirrhosis, cirrhosis total patients, switched tdf monotherapy, tdf group cirrhosis",Science & Technology - Other Topics,True,8
10.1039/d0gc00090f,Covalent triazine framework/carbon nanotube hybrids enabling selective reduction of CO2 to CO at low overpotential,"tailorable porous electrocatalysts, porous electrocatalysts, electrochemical reduction co2, porous electrocatalysts process, carbon nanotubes ctf",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0024916,Cryopreservation of Spin-Dried Mammalian Cells,"rehydration spin dried, drying technique trehalose, survive spin drying, drying presence trehalose, using spin drying",Science & Technology - Other Topics,True,0
10.1371/journal.pone.0034881,Wording Effects and the Factor Structure of the Hospital Anxiety & Depression Scale in HIV/AIDS Patients on Antiretroviral Treatment in South Africa,"aids mental health, african hiv aids, aids patients antiretroviral, hiv aids health, hiv aids mental",Science & Technology - Other Topics,True,5
10.1371/journal.pone.0246430,Self-care as a mediator between symptom-management self-efficacy and quality of life in women with breast cancer,"management self efficacy, self efficacy scale, self efficacy quality, efficacy beliefs self, self efficacy",Science & Technology - Other Topics,True,5
10.1021/acsanm.2c04000,Iridium-Nickel Nanoparticle-Based Aerogels for Oxygen Evolution Reaction,"aerogel structures electrochemical, electrocatalyst oxygen evolution, electrocatalyst oxygen, bimetallic electrocatalysts, bimetallic hollow aerogel",Science & Technology - Other Topics,True,7
10.1021/jp501904j,Hydrogen-Coverage-Dependent Stark Effect in Bilayer Graphene and Graphene/BN Nanofilms,"bilayer graphene gr, bn bilayer graphene, graphene gr, graphene hexagonal boron, graphene gr gr",Science & Technology - Other Topics,True,7
10.1126/sciadv.aaw0120,Enhancing superconductivity in SrTiO3 films with strain,"superconductivity srtio3 oxide, nature superconductivity srtio3, superconductivity srtio3, srtio3 oxide superconductor, srtio3 incipient ferroelectric",Science & Technology - Other Topics,True,7
10.7717/peerj.3556,The power features of Masseter muscle activity in tension-type and migraine without aura headache during open-close clench cycles,"emg activity masseter, clench cycles migraine, migraine aura moa, energy level electromyography, masseter muscle activity",Science & Technology - Other Topics,True,4
10.1038/s41598-022-09241-6,The pan-JAK inhibitor LAS194046 reduces neutrophil activation from severe asthma and COPD patients in vitro,"copd asthma fluticasone, effects neutrophils copd, asthma fluticasone propionate, neutrophils copd, inflammatory effects neutrophils",Science & Technology - Other Topics,True,8
10.1021/acsanm.0c00867,"Fe,N Co-Doped Mesoporous Carbon Nanosheets for Oxygen Reduction","mesoporous carbon nanosheets, carbon nanosheets synthesized, oxygen reduction catalyst, zinc nitrate carbonization, fabricating mesoporous carbon",Science & Technology - Other Topics,True,7
10.1002/adsu.201900152,New Findings on an Old Question: Can Defect-Free Graphene Monolayers be Superior Metal-Ion Battery Anodes?,"storage defects graphene, defect free graphene, defects graphene boost, graphene boost dendrite, battery kib anodes",Science & Technology - Other Topics,True,7
10.1126/science.1126272,Mass and local topography measurements of Itokawa by Hayabusa,"asteroid 25143 itokawa, itokawa similar crater, large crater asteroid, topography asteroid, surface topography asteroid",Science & Technology - Other Topics,True,1
10.1016/j.nanoen.2018.06.057,High-performance pseudo-halide perovskite nanowire networks for stable and fast-response photodetector,"halide perovskite nanowire, perovskite nanowire networks, perovskite nanowire network, performances perovskite nanowire, perovskite nanowires",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0153188,Diagnostic Accuracy of Lipopolysaccharide-Binding Protein as Biomarker for Sepsis in Adult Patients: A Systematic Review and Meta-Analysis,"detection sepsis lbp, accuracy lbp sepsis, serum lbp sepsis, lbp sepsis diagnosis, lbp diagnosis sepsis",Science & Technology - Other Topics,True,8
10.1371/journal.pone.0097192,Composition and Structure of Pinus koraiensis Mixed Forest Respond to Spatial Climatic Changes,"forest pinus koraiensis, attributes pinus koraiensis, forest climatic, pinus koraiensis degrees, natural pinus koraiensis",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0171209,"Satisfaction of patients with directly observed treatment strategy in Addis Ababa, Ethiopia: A mixed-methods study","satisfy patients tb, follow dissatisfied tb, patients tb follow, patients tb strategy, dissatisfied tb experts",Science & Technology - Other Topics,True,5
10.1371/journal.pone.0093124,Time-Efficient Myocardial Contrast Partition Coefficient Measurement from Early Enhancement with Magnetic Resonance Imaging,"contrast longitudinal relaxation, measuring myocardial contrast, post contrast longitudinal, post enhancement acquisition, myocardial contrast partition",Science & Technology - Other Topics,True,9
10.1088/0960-1317/26/6/065017,A new simple and fast thermally-solvent assisted method to bond PMMA-PMMA in micro-fluidics devices,"solvent pmma sheets, film solvent pmma, pmma based microfluidic, solvent pmma, bonding quality pmma",Science & Technology - Other Topics,True,6
10.1371/journal.pone.0089612,"Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI: Randomized, Placebo-Controlled Phase II Clinical Trial in Patients with Latent Tuberculosis Infection","antituberculous vaccine ruti, vaccine ruti compared, ruti vaccine ltbi, ruti vaccine, vaccine ruti",Science & Technology - Other Topics,True,8
10.3389/fbioe.2021.689797,Large-Scale de novo Oligonucleotide Synthesis for Whole-Genome Synthesis and Data Storage: Challenges and Opportunities,"oligonucleotide synthesis technologies, oligonucleotide synthesis achieved, novo oligonucleotide synthesis, oligonucleotide synthesis novo, oligonucleotide synthesis",Science & Technology - Other Topics,True,0
10.1080/15435075.2021.1947826,Bilateral multi-impact oscillators for cantilever energy harvesting enhancement,"energy harvesting cantilever, harvesting cantilever using, harvesting cantilever, power harvesting enhancement, frequencies cantilever beam",Science & Technology - Other Topics,True,2
10.1142/S0219581X22500156,New 2D Material: Two-Dimensional Black Phosphorus (2D BP),"properties black phosphorus, black phosphorus bp, black phosphorus, phosphorus bp applications, phosphorus bp",Science & Technology - Other Topics,True,7
10.1126/science.1142644,Non-Fermi liquid metal without quantum criticality,"described fermi liquids, fermi liquid state, fermi liquids, fermi liquids using, non fermi liquid",Science & Technology - Other Topics,True,7
10.1007/s13593-013-0175-4,Farmer strategies for tree crop diversification in the humid tropics. A review,"farmers diversification crop, farmers diversification decisions, diversification influence farmer, farmers active diversification, farmers diversify",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0072878,A Home Exercise Programme Is No More Beneficial than Advice and Education for People with Neurogenic Claudication: Results from a Randomised Controlled Trial,"effectiveness physiotherapy programme, compare effectiveness physiotherapy, physiotherapy exercise programme, effectiveness physiotherapy, scores physiotherapy exercise",Science & Technology - Other Topics,True,4
10.1002/adma.202106975,Molecular Engineering of 2D Nanomaterial Field-Effect Transistor Sensors: Fundamentals and Translation across the Innovation Spectrum,"fet water sensors, nanomaterial fet sensors, 2d nanomaterial fet, based 2d nanomaterials, sensors tunneling fet",Science & Technology - Other Topics,True,7
10.1007/s00114-008-0447-z,Sex mosaics in a male dimorphic ant Cardiocondyla kagutsuchi,"gynandromorphs sex mosaics, sex mosaics species, reproductive capabilities gynandromorphs, sex mosaics classified, gynandromorphs sex",Science & Technology - Other Topics,True,0
10.1039/c0nr00230e,Electrodeposition of thermally stable gold and silver nanoparticle ensembles through a thin alumina nanomask,"silver nanoparticle au, nanoparticle au agnp, gold silver nanoparticle, silver nanoparticle, silver nanoparticles tio2",Science & Technology - Other Topics,True,7
10.1073/pnas.1203823109,piggyBac transposition into primordial germ cells is an efficient tool for transgenesis in chickens,"transgenic poultry nonviral, generation transgenic poultry, generate transgenic chickens, transgenic chicken production, transgenic poultry",Science & Technology - Other Topics,True,0
10.1016/j.heliyon.2022.e09160,Level of compassionate health care service provision and its associated factors among health professionals working in public hospitals of Addis Ababa: health professionals' perspective,"factors compassionate care, compassionate health care, compassionate care provision, enhance compassionate health, associated compassionate care",Science & Technology - Other Topics,True,5
10.1371/journal.pone.0115782,Immediate Effects of an Elastic Knee Sleeve on Frontal Plane Gait Biomechanics in Knee Osteoarthritis,"effect elastic knee, knee sleeve walking, knee sleeve beneficial, knee sleeve kinematics, knee adduction reduced",Science & Technology - Other Topics,True,4
10.1371/journal.pone.0195229,The performance of the IES-R for Latinos and non-Latinos: Assessing measurement invariance,"posttraumatic stress measures, stress measures latino, metrics posttraumatic stress, trauma particularly latinos, confirmatory factor analyses",Science & Technology - Other Topics,True,5
10.1016/j.msea.2005.09.132,Texture development in Ti-Si-N nanocomposite thin films,"films titanium silicon, nanocomposite films titanium, titanium silicon nitride, titanium silicon, film orientation microstructure",Science & Technology - Other Topics,True,7
10.1016/j.cosust.2013.11.012,Analysis of trade-offs in agricultural systems: current status and way forward,"interventions multifunctional agricultural, agricultural production prioritizing, outcomes agricultural production, farming systems, smallholder farming systems",Science & Technology - Other Topics,True,1
10.17159/sajs.2022/12302,An open access geospatial database for the sub-Antarctic Prince Edward Islands,"species geospatial data, hydrological geospatial database, geospatial data essential, geospatial data, islands landscape ecosystems",Science & Technology - Other Topics,True,1
10.2147/IJN.S163956,Nanostructured titanium regulates osseointegration via influencing macrophage polarization in the osteogenic environment,"induce osseointegration vivo, vitro induce osseointegration, osseointegration implantation vivo, osteogenic differentiation mice, induced osseointegration vivo",Science & Technology - Other Topics,True,4
10.1039/d0nr02429e,Inducing rapid polysulfide transformation through enhanced interfacial electronic interaction for lithium-sulfur batteries,"graphene nanosheet catalyst, lithium sulfur battery, catalysts lithium sulfur, dot graphene nanosheet, graphene nanosheet",Science & Technology - Other Topics,True,7
10.14500/aro.10033,"Structure, Dielectric Properties and AC Behavior of Commercial Polytetrafluroethylene (PTFE) Polymer","bonds relative permittivity, permittivity epsilon dielectric, dielectric loss spectra, epsilon dielectric, dielectric",Science & Technology - Other Topics,True,6
10.1073/pnas.1208492109,Optimum inhomogeneity of local lattice distortions in La2CuO4+y,"oxygen lattice defects, la2cuo4 glue regions, oxides copper defect, nm diameter la2cuo4, oxides large extent",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0141866,Comparative Genomics of NAC Transcriptional Factors in Angiosperms: Implications for the Adaptation and Diversification of Flowering Plants,"plant species nac, proteins plant lineages, nac proteins plant, angiosperm nac family, plant lineages",Science & Technology - Other Topics,True,0
10.1038/s41598-017-03642-8,"'Candidatus Cochliophilus cryoturris' (Coxiellaceae), a symbiont of the testate amoeba Cochliopodium minus","list bacteria amoeba, bacteria amoeba, bacteria amoeba relationships, known amoeba symbionts, amoeba symbionts",Science & Technology - Other Topics,True,0
10.1371/journal.pone.0010577,Restriction Site Extension PCR: A Novel Method for High-Throughput Characterization of Tagged DNA Fragments and Genome Walking,"restricted dna fragments, genomic dna fragments, dna fragments linked, fragments linked dna, dna fragments extends",Science & Technology - Other Topics,True,0
10.1371/journal.pone.0054910,"Frailty, HIV Infection, and Mortality in an Aging Cohort of Injection Drug Users","frailty measures hiv, frailty hiv infection, hiv infected frailty, frailty hiv infected, consequences frailty hiv",Science & Technology - Other Topics,True,8
10.1166/jnn.2009.421,Consolidation of Carbon Nanofiber/Copper Composites by Hot-Pressing and Spark Plasma Sintering: A Comparative Study,"dispersion carbon nanofibers, carbon nanofibers, carbon nanofibers incorporated, grown carbon nanofibers, carbon nanofibers subsequent",Science & Technology - Other Topics,True,6
10.1038/ncomms14549,Superconducting parity effect across the Anderson limit,"superconductivity exist electronic, spectroscopy study superconducting, superconducting gap energy, superconductors isolated nanoparticles, smaller superconducting gap",Science & Technology - Other Topics,True,7
10.7717/peerj.7456,lncRNA TMEM51-AS1 and RUSC1-AS1 function as ceRNAs for induction of laryngeal squamous cell carcinoma and prediction of prognosis,"lncrnas mirnas epigenetically, mirnas dems genes, relationships mirnas lncrnas, mirnas lncrnas mrnas, lncrnas dels mirnas",Science & Technology - Other Topics,True,11
10.1142/S0218348X20500644,THE GROWTH RATE OF THE DIGITS IN THE LUROTH EXPANSIONS,"hausdorff dimension applications, applications hausdorff dimensions, hausdorff dimensions, hausdorff dimension, dimension applications hausdorff",Science & Technology - Other Topics,True,3
10.1371/journal.pone.0211357,The costs of negative affect attributable to alcohol consumption in later life: A within-between random longitudinal econometric model using UK Biobank,"affect alcohol consumption, depression alcohol consumption, alcohol consumption negative, alcohol consumption, consumption negative affect",Science & Technology - Other Topics,True,5
10.4028/www.scientific.net/JNanoR.50.90,Increased Operating Properties of Cutting Ceramics by Application of Nanostructured Multilayer Wear-Resistant Coating,"ceramic cutting tools, performance ceramic cutting, tools nano coatings, adhesion strength ceramic, ceramic cutting",Science & Technology - Other Topics,True,6
10.1371/journal.pone.0236313,Red maple (Acer rubrum L.) trees demonstrate acclimation to urban conditions in deciduous forests embedded in cities,"hypothesized red maples, red maple trees, maples philadelphia forests, intensity red maples, urban trees biomonitor",Science & Technology - Other Topics,True,1
10.1088/0957-4484/26/18/185601,Reducing the porosity and reflection loss of silicon nanowires by a sticky tape,"porosity silicon nanowires, mesoporous silicon nanowires, silicon nanowires sinws, silicon nanowires mp, silicon nanowires",Science & Technology - Other Topics,True,7
10.1002/adfm.201808609,Chemical Control of Correlated Metals as Transparent Conductors,"perovskite oxide films, transition metal oxides, abo perovskite oxide, transition metal abo, perovskite oxide",Science & Technology - Other Topics,True,7
10.1021/acsami.6b12881,Three-Dimensional Hierarchical NixCo1-xO/NiyCo2-yP@C Hybrids on Nickel Foam for Excellent Supercapacitors,"capacitance niyco2, specific capacitance niyco2, electrochemical properties supercapacitors, capacitance niyco2 yp, properties supercapacitors",Science & Technology - Other Topics,True,7
10.1002/smll.202004950,Kinetic Enhancement of Sulfur Cathodes by N-Doped Porous Graphitic Carbon with Bound VN Nanocrystals,"sulfur li batteries, performance lithium sulfur, lithium sulfur, li batteries doped, host li batteries",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0006328,Respiratory Symptoms and Airway Obstruction in HIV-Infected Subjects in the HAART Era,"airway obstruction hiv, respiratory symptom smoking, symptoms recruited hiv, hiv viral levels, predictors respiratory symptoms",Science & Technology - Other Topics,True,8
10.1038/ncomms11042,Factoring attitudes towards armed conflict risk into selection of protected areas for conservation,"achieving biodiversity targets, conservation costs results, upfront conservation costs, international conservation targets, risk armed conflicts",Science & Technology - Other Topics,True,1
10.1016/j.jclepro.2014.09.043,Linking water footprint accounting with irrigation management in high value crops,"footprint accounting irrigation, evaluation crop water, crop water footprint, irrigation management indicators, accounting irrigation management",Science & Technology - Other Topics,True,1
10.3390/su142215126,"Numerical Simulation of the Thermal Environment during Summer in Coastal Open Space and Research on Evaluating the Cooling Effect: A Case Study of May Fourth Square, Qingdao","planting pavement cooling, pavement cooling coastal, greening layout cooling, pavement cooling, efficiency green space",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0211050,This town ain't big enough for both of us. . .or is it? Spatial co-occurrence between exotic and native species in an urban reserve,"species spatial interactions, exotic species spatial, species influenced occupancy, species spatial, native species spatial",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0075608,Role of HIV Infection Duration and CD4 Cell Level at Initiation of Combination Anti-Retroviral Therapy on Risk of Failure,"count initiation hiv, hiv duration initiation, resistance available hiv, cart initiation hiv, initiation hiv rna",Science & Technology - Other Topics,True,8
10.1007/s42452-020-3192-3,"Estimating reservoir geomechanical parameters for enhanced reservoir characterization: case study of ""Tobi"" field, Niger Delta","reservoir geomechanical parameters, reservoir geomechanical, wells geomechanical parameters, parameters hydrocarbon reservoirs, geomechanical parameters hydrocarbon",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0154906,Damage Control Orthopedics Management as Vital Procedure in Elderly Patients with Femoral Neck Fractures Complicated with Chronic Renal Failure: A Retrospective Cohort Study,"hip fractures elderly, femoral neck fractures, predisposes hip fractures, hip fractures, femoral neck fracture",Science & Technology - Other Topics,True,4
10.1049/mnl.2018.5024,Synthesis of Pt-Sn nanoalloy catalysts with enhanced performance in the dehydrogenation of propane,"sn al2o3 catalyst, al2o3 catalyst exhibited, al2o3 catalyst, nanoalloy catalyst, sn nanoalloy catalyst",Science & Technology - Other Topics,True,7
10.1166/jnn.2007.096,Multi-encoded rugate porous silicon as nerve agents sensors.,"rugate porous silicons, porous silicons psi, porous silicons, psi detection nerve, detection nerve agents",Science & Technology - Other Topics,True,7
10.1088/0957-4484/27/31/314001,Fabrication and performance evaluation of hybrid supercapacitor electrodes based on carbon nanotubes and sputtered TiO2,"supercapacitors nanocomposite electrodes, use supercapacitors nanocomposite, supercapacitors nanocomposite, electrode use supercapacitors, carbon nanotube tio2",Science & Technology - Other Topics,True,7
10.1021/acsami.0c13656,Carbon Nitride Anchored on a Nitrogen-Doped Carbon Nanotube Surface for Enhanced Oxygen Reduction Reaction,"electrocatalytic efficiency cn, electrocatalyst oxygen reduction, ncnts application electrocatalyst, metal based electrocatalysts, based electrocatalysts",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0064625,Intact Olfaction in a Mouse Model of Multiple System Atrophy,"alpha synucleinopathy olfactory, alpha synuclein olfactory, synucleinopathy olfactory, olfactory deficits transgenic, synuclein olfactory",Science & Technology - Other Topics,True,10
10.1007/s41745-020-00218-w,Friend or Foe? The Role of the Host Cytoskeleton in Cellular Responses to Bacterial Pore Forming Toxins,"toxins pfts transmembrane, responds attack cytoskeleton, effect host cytoskeleton, pfts modulate cytoskeleton, cytoskeleton mediated repair",Science & Technology - Other Topics,True,0
10.1021/acs.jpcc.5b09278,Work Function Measurement of Silicon Germanium Heterostructures Combining Kelvin Force Microscopy and X-ray Photoelectron Emission Microscopy,"si1 xgex heterostructures, si1 xgex layer, preparing si1 xgex, xgex heterostructures, xgex heterostructures ge",Science & Technology - Other Topics,True,7
10.1371/journal.pone.0184498,Validity and reliability of a novel 3D scanner for assessment of the shape and volume of amputees' residual limb models,"assessing residual limb, assessments residual limb, determination residual limb, monitoring residual limb, residual limb models",Science & Technology - Other Topics,True,4
10.1038/srep17672,Assimilation of the seabird and ship drift data in the north-eastern sea of Japan into an operational ocean nowcast/forecast system,"monitoring ocean current, ocean forecast data, seabird drift data, ocean forecast, ocean current nowcast",Science & Technology - Other Topics,True,1
10.1371/journal.pone.0187405,Journey to the east: Diverse routes and variable flowering times for wheat and barley en route to prehistoric China,"early dispersal barley, southwest asia barley, asia barley, asia sow barley, eastern dispersals wheat",Science & Technology - Other Topics,True,1
10.7717/peerj.1130,Interpreting pathologies in extant and extinct archosaurs using micro-CT,"extant extinct archosaurs, extinct archosaurs, palaeopathologies micro ct, extinct archosaurs using, interpretation palaeopathologies micro",Science & Technology - Other Topics,True,4
10.1002/adma.200500972,NiFe2O4: A versatile spinel material brings new opportunities for spintronics,"ferrimagnetic nife2o4 layers, ferrimagnetic nife2o4, insulating ferrimagnetic nife2o4, oxide nife2o4 conductive, spinel oxide nife2o4",Science & Technology - Other Topics,True,7
10.1109/TSTE.2019.2891571,Impact of Grid Voltage Feed-Forward Filters on Coupling Between DC-Link Voltage and AC Voltage Controllers in Smart PV Solar Systems,"controllers smart photovoltaic, analysis pv systems, smart photovoltaic pv, voltage controllers eigenvalue, filters grid voltage",Science & Technology - Other Topics,True,2
10.1371/journal.pone.0183300,Long-term treatment with budesonide/formoterol attenuates circulating CRP levels in chronic obstructive pulmonary disease patients of group D,"crp levels copd, systemic inflammation biomarkers, biomarkers stable copd, levels copd patients, crp interleukin il",Science & Technology - Other Topics,True,8
10.1038/s41598-017-14247-6,A comparison of the main outcomes from BP-BES and DP-DES at five years of follow-up: A systematic review and meta-analysis,"drug eluting stents, eluting stents bp, eluting stents dp, biolimus eluting stents, eluting stents",Science & Technology - Other Topics,True,9
10.1038/srep11277,Versatile control of metal-assisted chemical etching for vertical silicon microwire arrays and their photovoltaic applications,"microwires successfully fabricated, si microwires use, si microwires presents, si microwires successfully, si microwires",Science & Technology - Other Topics,True,7
10.1016/j.scs.2017.07.015,Characterization of a small Mediterranean island end-users' electricity consumption: The case of Lampedusa,"electricity consumption mediterranean, survey electricity consumption, electricity consumption, electricity consumption data, demand sustainability island",Science & Technology - Other Topics,True,2
10.1371/journal.pone.0219475,Glycoprotein G (gG) production profile during infectious laryngotracheitis virus (ILTV) infection,"alphaherpesvirus infects chickens, immunomodulatory role chicken, infection chicken hepatocellular, protein members alphaherpesviruses, chickens protein virulence",Science & Technology - Other Topics,True,8
10.1371/journal.pone.0145385,De Novo Assembly of Coding Sequences of the Mangrove Palm (Nypa fruticans) Using RNA-Seq and Discovery of Whole-Genome Duplications in the Ancestor of Palms,"annotated transcriptome fruticans, transcriptome fruticans, transcriptome fruticans using, evolutionary studies fruticans, fossil recorded fruticans",Science & Technology - Other Topics,True,0
10.1016/j.heliyon.2019.e02423,Minimally-Invasive midline posterior interbody fusion with cortical bone trajectory screws compares favorably to traditional open transforaminal interbody fusion,"posterior interbody fusion, underwent posterior interbody, lumbar conditions, transforaminal interbody fusion, performed degenerative lumbar",Multidisciplinary Sciences,True,4
10.1007/s13369-021-05339-7,A Framework for Classification of Gabor Based Frequency Selective Bone Radiographs Using CNN,"classification bone texture, classification bone radiographs, automatic classification bone, bone radiographs gabor, performing classification bone",Multidisciplinary Sciences,True,2
10.1371/journal.pone.0130452,Metasynthesis: Experiences of Women with Severe Maternal Morbidity and Their Perception of the Quality of Health Care,"maternal morbidity health, maternal morbidity provide, maternal morbidity emerged, maternal morbidity included, maternal morbidity",Multidisciplinary Sciences,True,5
10.1371/journal.pone.0055476,Three-Dimensional Spectral-Domain Optical Coherence Tomography Data Analysis for Glaucoma Detection,"detection glaucomatous damage, super pixel analysis, detection glaucomatous, early detection glaucomatous, cprnfl glaucoma discrimination",Multidisciplinary Sciences,True,2
10.1371/journal.pone.0027123,Poly(ADP-ribose) Polymerase 1 Is Indispensable for Transforming Growth Factor-beta Induced Smad3 Activation in Vascular Smooth Muscle Cell,"tgf beta signaling, ribose polymerase parp1, beta smad3 pathway, beta smad pathway, role vascular fibrosis",Multidisciplinary Sciences,True,10
10.1590/0001-3765201720170499,Gas exchange and antioxidant activity in seedlings of Copaifera langsdorffii Desf. under different water conditions,"exchange efficiency photosynthetic, photosynthetic apparatus antioxidant, efficiency photosynthetic, water resources seedlings, efficiency photosynthetic apparatus",Multidisciplinary Sciences,True,0
10.1371/journal.pone.0227653,Validity of cerebrovascular ICD-9-CM codes in healthcare administrative databases. The Umbria Data-Value Project,"hemorrhagic ischemic stroke, ischemic hemorrhagic stroke, stroke administrative databases, hemorrhagic stroke, stroke considered hospital",Multidisciplinary Sciences,True,9
10.1371/journal.pone.0103417,Non-Additive Increases in Sediment Stability Are Generated by Macroinvertebrate Species Interactions in Laboratory Streams,"sediment motion monoculture, multiple species caddisfly, sediment mobility compared, caddisfly larvae different, impacts sediment mobility",Multidisciplinary Sciences,True,1
10.1016/j.scib.2019.06.006,Perovskite solar cell towards lower toxicity: a theoretical study of physical lead reduction strategy,"perovskite solar cells, halide perovskite solar, perovskite solar, reducing perovskite film, concept reducing perovskite",Multidisciplinary Sciences,True,7
10.1038/s41598-017-00044-8,Asymptotic Gaussian law for noninteracting indistinguishable particles in random networks,"probability indistinguishable bosons, quantum statistics, indistinguishable bosons fermions, quantum statistics stronger, indistinguishable bosons",Multidisciplinary Sciences,True,3
10.1371/journal.pone.0189811,A systematic review of wild grass exploitation in relation to emerging cereal cultivation throughout the Epipalaeolithic and aceramic Neolithic of the Fertile Crescent,"wild grasses epipalaeolithic, grasses epipalaeolithic, epipalaeolithic aceramic neolithic, grasses epipalaeolithic aceramic, neolithic sites near",Multidisciplinary Sciences,True,1
10.1016/j.heliyon.2021.e07507,3D digital analysis of tooth movement with magnets and elastics in vitro,"magnetic force orthodontic, orthodontic application magnetic, magnets advantages orthodontics, force driven orthodontics, force driven orthodontic",Multidisciplinary Sciences,True,4
10.1371/journal.pone.0141230,Pulmonary Impairment in Tuberculosis Survivors: The Korean National Health and Nutrition Examination Survey 2008-2012,"pulmonary tb compared, prior pulmonary tb, tb prior pulmonary, pulmonary tb prior, pulmonary tb subjects",Multidisciplinary Sciences,True,8
10.1371/journal.pone.0039406,BAMBI Regulates Angiogenesis and Endothelial Homeostasis through Modulation of Alternative TGF beta Signaling,"endothelial cells bambi, bambi contributes endothelial, endothelial phenotype bambi, bambi regulating endothelial, vascular phenotype bambi",Multidisciplinary Sciences,True,10
10.1155/2011/696017,Parameter Estimation of a Class One-Dimensional Discrete Chaotic System,"chaos effectively estimate, parameters chaotic systems, chaos control synchronization, chaotic based mean, discrete chaotic based",Multidisciplinary Sciences,True,2
10.1007/s42452-022-05168-9,Processing of the yttria stabilized zirconia-bioactive glass nano composite produced by electrophoretic deposition method,"zirconia powders coated, glass coating electrophoretic, stabilized zirconia powders, bioactive glass coating, glass ysz powder",Multidisciplinary Sciences,True,6
10.1371/journal.pone.0150057,Magnetic Beads Enhance Adhesion of NIH 3T3 Fibroblasts: A Proof-of-Principle In Vitro Study for Implant-Mediated Long-Term Drug Delivery to the Inner Ear,"implant surfaces cells, adhesion bdnf secreting, functionalizing cochlear implant, fibroblasts model electrode, adhesion magnetic surfaces",Multidisciplinary Sciences,True,4
10.1155/2014/529358,Delay-Dependent Stability Criterion of Caputo Fractional Neural Networks with Distributed Delay,"fractional distributed delay, stability caputo fractional, synchronously caputo fractional, distributed delay neural, caputo fractional neural",Multidisciplinary Sciences,True,3
10.1371/journal.pone.0152156,Biomarkers in Exhaled Breath Condensate Are Not Predictive for Pulmonary Exacerbations in Children with Cystic Fibrosis: Results of a One-Year Observational Study,"predict pulmonary exacerbations, ebc predict pulmonary, prediction exacerbations inflammatory, patients cf prediction, inflammatory markers exhaled",Multidisciplinary Sciences,True,8
10.7717/peerj.1579,Normal distal pulmonary vein anatomy,"pulmonary veins pvs, myocardial sleeves evaluated, pvs especially myocardial, pulmonary vein present, veins pvs",Multidisciplinary Sciences,True,9
